,CauseofLoss,CommNbr,County,DateofLoss,District,Facility,FieldNumber,FieldNumber.1,Form Number,Gasident,GrossLoss,Into_Water,LeaseName,LeaseNumber,Location,MasterYear,Net Loss,OperatorNumber,Recovered,Remarks,Remedy,TypeLiquid,Type_Company_Cd,Unique_ID,Water,WaterName
5299,Equipment Failure,0.0,TERRY,3/29/2014,8A,Valve,MALLET LAND & CATTLE COMPANY,SLAUGHTER,141.0,0.0,300.0,False,SPILL WAS COVERED AND REMEDIATION PLAN IN PROGRESS,5938.0,,2014.0,100.0,"CROSS TIMBERS ENERGY, LLC",200.0,MALLET LAND AND CATTLE CO.,Other,Crude,Producer,62444.0,0,None
5300,Company Human Error,0.0,ANDREWS,3/29/2014,8,Tank Battery,THREE BAR SHALLOW UNIT,THREE BAR (WICHITA),377.0,0.0,8.0,False,GAS ESCAPING FROM PACKING WAS IGNITED FIRE DEPART EXTIN FIRE,43190.0,,2014.0,8.0,APACHE CORPORATION,0.0,32.1437,Other,Gas Well Liquid,Producer,62663.0,0,None
5301,Equipment Failure,0.0,UPTON,3/28/2014,7C,Tank Battery,WESTLAND 26,SPRABERRY (TREND AREA),258.0,0.0,10.0,False,VACUUMED FREE FLUID AND REMEDIATED AREA WITH BACKHOE,16341.0,,2014.0,1.0,"TRINITY ENVIRONMENTAL SWD,L.L.C",9.0,"SEC. 26, BLK. B, CCSD & RGNG",Other,Crude,Other,62558.0,0,None
5302,Equipment Failure,0.0,IRION,3/28/2014,7C,Tank Battery,FAUDREE,LIN (WOLFCAMP),259.0,0.0,20.0,False,VACUUMED FREE FLUID AND REMEDIATED AREA.,17666.0,,2014.0,1.0,"EOG RESOURCES, INC.",19.0,"1139, C&M RR CO., A-54",Other,Crude,Producer,62559.0,0,None
5303,Corrosion - Rust,0.0,REEVES,3/28/2014,8,Tank Battery,DARCY STATE 32,TWO GEORGES (BONE SPRING),366.0,0.0,10.0,False,"HOLE IN FIRE TUBE ON HEATER TREATER, WILL BE REMEDIATED",41596.0,,2014.0,10.0,CIMAREX ENERGY CO.,0.0,"SEC 32 BLK 1 H&GN RR CO/GASSON, JG",Repaired Existing Equipment,Crude,Producer,62652.0,0,None
5304,Act of God,0.0,GREGG,3/28/2014,6,Tank Battery,"BYWATERS, B. A.",NO FIELD NAME,1369.0,0.0,5.0,False,"MOST LIQUIDS BURNED, REMAINING FLUIDS REMOVED VAC TRUCK, EXCAVATED",0.0,,2014.0,5.0,ANADARKO E&P ONSHORE LLC,0.0,"32.3801, -94.5942",Other,Gas Well Liquid,Transporter,63644.0,0,None
5305,Equipment Failure,0.0,UPTON,3/27/2014,7C,Tank Battery,"UNIVERSITY ""3-31""",SPRABERRY (TREND AREA),261.0,0.0,40.0,False,OIL IN FIREWALL.VACUUMED FREE FLUID AND REMEDIATION COMPLETED,16499.0,,2014.0,10.0,"PIONEER NATURAL RES. USA, INC.",30.0,"31.221904, -101.797378",Other,Crude,Producer,62561.0,0,None
5306,Equipment Failure,0.0,FAYETTE,3/27/2014,3,Separator-Gun Barrel-Treater,PROST UNIT A,SOUTHERN BAY (EAGLE FORD),96.0,0.0,23.0,False,VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,26105.0,,2014.0,1.0,SANCHEZ OIL & GAS CORPORATION,22.0,"COTTLE, GW A-35",Other,Crude,Producer,62400.0,0,None
5307,Corrosion - Rust,0.0,CROCKETT,3/27/2014,7C,Pipe Line,FAUDREE,NO FIELD NAME,260.0,0.0,10.0,False,SOIL REMEMDIATION PLAN IN PROGRESS,0.0,,2014.0,8.0,"DCP MIDSTREAM, LP",2.0,"LAT.30.626531, LONG. 101.315563",Other,Gas Well Liquid,Transporter,62560.0,0,None
5308,Equipment Failure,0.0,REAGAN,3/27/2014,7C,Tank Battery,UNIVERSITY 48-2WX,FARMER (SAN ANDRES),262.0,0.0,20.0,False,VACUUMED FREE FLUID AND REMEDIATED AREA.,17853.0,,2014.0,0.0,"BOAZ ENERGY II OPERATING, LLC",20.0,"BLK. 48, SEC. 2, UNIVERSITY LANDS",Other,Crude,Producer,62562.0,0,None
5309,Equipment Failure,0.0,HOCKLEY,3/27/2014,8A,Tank Battery,MARATHON,LEVELLAND,367.0,0.0,198.0,False,TANK RUPTURED. IN-SITU BIOREMEDIATION.,64574.0,,2014.0,198.0,"ROGERS, S. K. OIL, INC.",0.0,SOUTH 52 OF LAB 11,Other,Crude,Producer,62653.0,0,None
5310,Corrosion - Rust,0.0,HOWARD,3/26/2014,8,Flow Line,"SETTLES, W. R. -A-",HOWARD GLASSCOCK (CONSOLIDATED),140.0,0.0,224.0,False,FREE FLUID RECOVERED AND SOIL REMEDIATION PLAN IN PROGRESS,41251.0,,2014.0,4.0,CONOCOPHILLIPS COMPANY,220.0,SETTLES A 52 FLOWLINE,Other,Crude,Producer,62443.0,0,None
5311,Equipment Failure,0.0,CROCKETT,3/26/2014,7C,Tank Battery,OLSON UNIT,OLSON,227.0,0.0,15.0,False,VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,4689.0,,2014.0,3.0,"ASPEN OPERATING COMPANY, L.L.C.",12.0,WEL #1202 OLSON UNIT,Other,Crude,Producer,62527.0,0,None
5312,Equipment Failure,0.0,HUTCHINSON,3/26/2014,10,Flow Line,CROSBY & HATCHER -A-,PANHANDLE HUTCHINSON COUNTY FLD.,92.0,0.0,12.0,False,REMEDIATION PLAN IN PROGRESS,1197.0,,2014.0,12.0,"LINN OPERATING, INC.",0.0,"BLK. M24, TC RR CO SURVEY -101.54058, 35.90548",Other,Crude,Producer,62396.0,0,None
5313,Equipment Failure,0.0,LOVING,3/25/2014,8,Tank Battery,MDJ 54-1-30,SANDBAR (BONE SPRING),975.0,273927.0,5.0,False,"RECOVERED FREE STANDING FLUIDS, WASHED & FLUIDS DISPOSED OF",0.0,,2014.0,0.0,ANADARKO E&P ONSHORE LLC,5.0,"31.9403649, -103.6890372",Other,Combined,Producer,63250.0,0,None
5314,Equipment Failure,0.0,UPTON,3/24/2014,7C,Stuffing Box,XBC GIDDINGS ESTATE,SPRABERRY (TREND AREA),263.0,0.0,10.0,False,FREE FLUID RECOVERED AND AREA REMEDIATED.,16349.0,,2014.0,1.0,"PIONEER NATURAL RES. USA, INC.",9.0,ON THE WELL PAD AT THE XBC GIDDINGS 1036,Other,Crude,Producer,62563.0,0,None
5315,Equipment Failure,0.0,UPTON,3/24/2014,7C,Tank Battery,NEAL 38,SPRABERRY (TREND AREA),226.0,0.0,350.0,False,VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,17543.0,,2014.0,75.0,APACHE CORPORATION,275.0,"LAT. 31.5299, LONG. -102.033",Other,Crude,Producer,62526.0,0,None
5316,Equipment Failure,0.0,PANOLA,3/24/2014,6,Tank Battery,"JONES, A. GU",BECKVILLE (COTTON VALLEY),122.0,230940.0,130.0,False,VACUUMED FREE FLUID AND SOIL REMEMDIATION PLAN IN PROGRESS,0.0,,2014.0,0.0,GOODRICH PETROLEUM COMPANY,130.0,"BUFFORD, W ABS 67",Other,Crude,Producer,62425.0,0,None
5317,Equipment Failure,0.0,MADISON,3/24/2014,3,Tank Battery,SHELDON UNIT,HALLIDAY (WOODBINE),216.0,0.0,3.0,False,SOIL REMEDIATION PLAN SUCCESSFUL.,26251.0,,2014.0,2.0,"DECKER OPERATING CO., L.L.C.",1.0,J.S HUNTER A-110,Other,Crude,Producer,62516.0,0,None
5318,Equipment Failure,0.0,WEBB,3/24/2014,4,Tank Battery,HUBBERD,LIZ (9200),254.0,196616.0,15.0,False,VACUUMED FREE FLUID AND REMEDIATED AREA.,0.0,,2014.0,15.0,"COLUMBUS ENERGY, LLC",0.0,HUBBERD #61 CITY OF LAREDO POR 50,Other,Gas Well Liquid,Producer,62554.0,0,None
5319,Corrosion - Rust,0.0,TITUS,3/24/2014,6,Flow Line,"BELCHER, A., ETAL",TRIX-LIZ (WOODBINE -D-),253.0,0.0,5.0,False,REPLACED AND REPAIRED FLOWLINE.,3061.0,,2014.0,4.0,J-O'B OPERATING COMPANY,1.0,ALIHU BELCHER SURVEY A-646,Other,Crude,Producer,62553.0,0,None
5320,Equipment Failure,0.0,GREGG,3/24/2014,6,Tank Battery,"MARTIN, B. F.",WILLOW SPRINGS (RODESSA),242.0,16916.0,175.0,False,VACUUMED FREE FLUID AND REMEDIATED AREA.,0.0,,2014.0,75.0,NABORS COMPLETION & PROD SERV CO,100.0,"SEC.33, BLK. 38T1S, SURVEY T&P RR CO 32.046756, -102.0183589",Other,Crude,Other,62542.0,0,None
5321,Equipment Failure,0.0,GREGG,3/24/2014,6,Pipe Line,ODONNELL,NO FIELD NAME,387.0,0.0,650.0,False,CRACK ON THE THREADED CONNECTION OF A LINE TRAP VALVE. REPLACED.,0.0,,2014.0,60.0,"BKEP PIPELINE, L.L.C.",590.0,32.47599,Repaired Existing Equipment,Crude,Transporter,62673.0,0,None
5322,Equipment Failure,0.0,UPTON,3/23/2014,7C,Tank Battery,EMERALD,SHEEP MOUNTAIN (CONSOLIDATED),95.0,0.0,74.0,False,SOIL REMEDIATION PLAN IN PROGRESS,18255.0,,2014.0,64.0,"OPAL RESOURCES OPERATING CO.,LLC",10.0,"SEC.43, SURVEY D&SE RR CO.",Other,Crude,Producer,62399.0,0,None
5323,Theft,6153.0,STARR,3/23/2014,4,Tank Battery,PROST UNIT A,NO FIELD NAME,98.0,0.0,140.0,False,THEFT.,0.0,,2014.0,140.0,SMITH PRODUCTION INC.,0.0,"26.366390, -98.617780",Other,Gas Well Liquid,Producer,62401.0,0,None
5324,Equipment Failure,0.0,LOVING,3/22/2014,8,Tank Battery,SLASH -C-,DIMMITT (DELAWARE CONS),473.0,0.0,8.0,False,"VACUUM TRUCK TO PICK STADNING FLUID, WILL REMIDATE AREA",38207.0,,2014.0,1.0,"SHERIDAN PRODUCTION COMPANY, LLC",7.0,"SEC 35, BLK 53, T2, SUR T&P RR CO",Other,Crude,Producer,62750.0,0,None
5325,Equipment Failure,0.0,WHARTON,3/22/2014,3,Tank Battery,PIERCE ESTATES -A-,PICKETT RIDGE,94.0,0.0,100.0,False,"VACUUMED FREE FLUID AND REMEDIATED AREA,",3349.0,,2014.0,1.0,APACHE CORPORATION,99.0,"I&GN RR SUR.39, A-405",Other,Crude,Producer,62398.0,0,None
5326,Other,0.0,GONZALES,3/22/2014,1,Tank Battery,CARL SAMPLE,EAGLEVILLE (EAGLE FORD-1),566.0,0.0,23.0,False,REMEDIATION PLAN IN PROGRESS,17754.0,,2014.0,3.0,FOREST OIL CORPORATION,20.0,"SMALL, W. A-425",Other,Crude,Producer,62841.0,0,None
5327,Equipment Failure,0.0,RUSK,3/21/2014,6,Tank Battery,STROUD GAS UNIT NO. 1,"HENDERSON, E. (COTTON VALLEY)",87.0,236698.0,114.0,False,VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS,0.0,,2014.0,2.0,FOREST OIL CORPORATION,112.0,"SEC.1, JUAN XIMENES SURVEY, A-47",Other,Gas Well Liquid,Producer,62391.0,0,None
5328,Equipment Failure,0.0,GREGG,3/20/2014,6,Tank Battery,"DANIELS, JUDGE G.U. 1",DANVILLE (TP-CV CONS.),88.0,241931.0,40.0,False,FREE FLUIDS RECOVERED AND SOIL REMEDIATION PLAN IN PROGRESS,0.0,,2014.0,3.0,"SAMSON LONE STAR, LLC",37.0,"HENRY WELLS SURVEY, A-222",Other,Gas Well Liquid,Producer,62392.0,0,None
5329,Equipment Failure,0.0,REAGAN,3/20/2014,7C,Valve,UNIVERSITY EAST,LIN (WOLFCAMP),477.0,0.0,22.0,False,SOIL EXCAVATED & REPLACED. SOIL DISPOSED OF PROPERLY.,17576.0,,2014.0,22.0,"EP ENERGY E&P COMPANY, L.P.",0.0,UNIVERSITY 44-13 DH,Other,Crude,Producer,62754.0,0,None
5330,Company Human Error,0.0,ECTOR,3/20/2014,8,Tank Battery,"LONGBOTHAM, CORA -A-","COWDEN, SOUTH (CANYON 8790)",524.0,0.0,17.0,False,VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS,22275.0,,2014.0,2.0,"SHERIDAN PRODUCTION COMPANY, LLC",15.0,PERMIAN SW/CORA LONGBOTHAM,Other,Crude,Producer,62799.0,0,None
5331,Human Error - Other,0.0,REEVES,3/20/2014,8,Tank Battery,HOEFS RANCH STATE 1-96,HOEFS T-K (WOLFCAMP),1119.0,0.0,20.0,False,"SHUT DOWN, OPENED VALVE TO OTHER TANK TO EQUALIZE TANK LEVELS",45605.0,,2014.0,2.0,"RED WILLOW PRODUCTION, LLC",18.0,"SEC 96, BLK 1, T&TC RR CO SURVEY",Other,Crude,Producer,63394.0,0,None
5332,Equipment Failure,0.0,WHARTON,3/19/2014,3,Tank Battery,"COCKBURN, H. C.",MAGNET WITHERS,119.0,0.0,200.0,False,LINE HAS BEEN REPAIRED AND AREA REMEDIATED.,2899.0,,2014.0,5.0,"MILAGRO EXPLORATION, LLC",195.0,SYLVANUS CASTLEMAN A-12,Other,Products,Producer,62422.0,0,None
5333,Equipment Failure,0.0,CALLAHAN,3/19/2014,7B,Tank Battery,GEORGE 20,"PUTNAM, WEST (DUFFER)",124.0,0.0,165.0,False,VACUUMED FREE FLUID AND SOIL REMEDIATED,25662.0,,2014.0,20.0,CHARTER PETROLEUM COMPANY,145.0,"NE/4 SECTION 20, D&DAL SURVEY",Other,Crude,Producer,62427.0,0,None
5334,Equipment Failure,0.0,WASHINGTON,3/18/2014,3,Tank Battery,HAMMANN-NIXON UNIT,GIDDINGS (AUSTIN CHALK-3),115.0,0.0,90.0,False,VACUUMED FREE FLUID AND REMEDIATED AREA.,21758.0,,2014.0,0.0,"ENERVEST OPERATING, L.L.C.",90.0,SAMUEL HINCH A-60,Other,Products,Producer,62418.0,0,None
5335,Equipment Failure,0.0,LOVING,3/18/2014,5,Tank Battery,BLACK MAMBA 1-57,NO FIELD NAME,529.0,79262.0,81.0,False,SOIL REMEDIATION PLAN IN PROGRESS,0.0,,2014.0,1.0,"COMSTOCK OIL & GAS, LP",80.0,"YOUNG SEETON SURVEY, A-764",Other,Crude,Producer,62804.0,0,None
5336,Theft,0.0,CROCKETT,3/18/2014,7C,Tank Battery,STRAUSS-PFLUGER ET AL,"WEGER, SW. (GRAYBURG-SAN ANDRES)",221.0,0.0,224.0,False,THEFT,7221.0,,2014.0,224.0,"FOUR STARR PRODUCTION, LLC",0.0,"SVY 1, BLK. 9, D&SE RR CO. SURVEY ABST. 1722",Other,Crude,Producer,62521.0,0,None
5337,Theft,0.0,ZAPATA,3/17/2014,4,Tank Battery,"VIDAURRI, R. ET AL",LA PERLA (LOBO CONS.),108.0,131943.0,100.0,False,THEFT.,0.0,,2014.0,100.0,CHEVRON U. S. A. INC.,0.0,JV BORRECO SURVEY A-209,Other,Gas Well Liquid,Producer,62411.0,0,None
5338,Equipment Failure,0.0,HOCKLEY,3/17/2014,8A,Tank Battery,CENTRAL MALLET UNIT,SLAUGHTER,1373.0,0.0,60.0,False,"VAC TRUCK, BACKHOE BLADED AREA, REMEDIATION",18244.0,,2014.0,10.0,OCCIDENTAL PERMIAN LTD.,50.0,"LAB 15, LGE 49, SCURRY CSL",Other,Crude,Producer,63648.0,0,None
5339,Equipment Failure,0.0,MADISON,3/17/2014,3,Tank Battery,JUDI UNIT,KURTEN (AUSTIN CHALK),91.0,0.0,200.0,False,SOIL REMEDIATION AND REMEDIATION OF RIVER IN PROGRESS,15686.0,NAVASOTARVR.,2014.0,160.0,GEOSOUTHERN ENERGY CORPORATION,40.0,THOMAS FITZGERALD A-97,Other,Crude,Producer,62395.0,0,River
5340,Human Error - Other,0.0,ROBERTS,3/17/2014,10,Tank Battery,MESA VISTA 4,LARD RANCH (GRANITE WASH -C-),1410.0,0.0,53.0,False,"PUT LINER DOWN, FIRE WALL AROUND IT, CONTAMINATED DIRT INSIDE",8888.0,,2014.0,1.0,SABINE OIL & GAS LLC,52.0,INSIDE FIRE WALL AROUND TANKS,Other,Crude,Producer,63685.0,0,None
5341,Equipment Failure,0.0,REAGAN,3/17/2014,7C,Flow Line,SUGG-A-,SPRABERRY (TREND AREA),264.0,0.0,13.0,False,RECOVERED FREE FLUID AND REMEDIATED AREA.,16507.0,,2014.0,3.0,"LAREDO PETROLEUM, INC.",10.0,WELL 158 #4HM,Other,Crude,Producer,62564.0,0,None
5342,Company Human Error,0.0,MARTIN,3/16/2014,8,Tank Battery,MABEE X,SPRABERRY (TREND AREA),1290.0,0.0,50.0,False,"PICKED UP ALL FLUIDS, FLUSHED AREA, REPLACED CRUSHED CHAT",41735.0,,2014.0,1.0,QEP ENERGY COMPANY,49.0,"SEC 16, BLK 39, T3N, G&MMB&A",Other,Crude,Producer,63565.0,0,None
5343,Company Human Error,0.0,SUTTON,3/16/2014,7C,Separator-Gun Barrel-Treater,EVANS,NO FIELD NAME,224.0,0.0,5.0,False,SAMPLING SOIL TO CREATE A REMEDIATION PLAN,0.0,,2014.0,4.0,ENTERPRISE PRODUCTS OPERATINGLLC,1.0,"OFF FM 405, 7MI. W OF HWY 277, SUTTON CO., TX",Other,Products,Other,62524.0,0,None
5344,Corrosion - Rust,0.0,OCHILTREE,3/16/2014,10,Tank Battery,FRANK -F-,SPICER (MARMATON),167.0,0.0,8.0,False,SOIL REMEDIATION PLAN IN PROGRESS,2857.0,,2014.0,3.0,"CHESAPEAKE OPERATING, INC.",5.0,"SEC.0009, BLK. IT, SURVEY TW & NG RR CO.",Other,Crude,Producer,62469.0,0,None
5345,Equipment Failure,0.0,OCHILTREE,3/15/2014,10,Tank Battery,"GEORGE, A. J. UNIT","PERRYTON (MORROW, LOWER)",89.0,22529.0,117.0,False,"REPLACED TANK, NO DAMAGE TO PROPERTY.",0.0,,2014.0,117.0,PERRYTON OPERATING COMPANY,0.0,"SEC.13, BLK. 11, W. AHREN BECK & BROS. SURVEY",Other,Gas Well Liquid,Producer,62393.0,0,None
5346,Corrosion - Rust,0.0,HARRISON,3/14/2014,6,Tank Battery,FURRH OIL UNIT,WASKOM (SANDERS SAND),125.0,221471.0,20.0,False,VACUUMED FREE FLUID AND REMEDIATED AREA,0.0,,2014.0,0.0,"EXCO/HGI JV ASSETS, LLC",20.0,FURR H OIL UNIT NO.1,Other,Crude,Producer,62428.0,0,None
5347,Equipment Failure,0.0,KARNES,3/14/2014,2,Tank Battery,JULIE,EAGLEVILLE (EAGLE FORD-2),168.0,0.0,35.0,False,SOIL REMEDIATION PLAN IN PROGRESS,9558.0,,2014.0,35.0,FREEPORT-MCMORAN OIL & GAS LLC,0.0,"DANIEL B. MCCONDDELL SURVEY,A-191 29 10'8.22""N 97 43'51.23""W",Other,Crude,Producer,62470.0,0,None
5348,Human Error - Other,0.0,HOCKLEY,3/13/2014,8A,Pipe Line,CORVETTE,NO FIELD NAME,402.0,0.0,15.0,False,"LEAK CAUSED BY THIRD PARTY HIT, REMEDIATE",0.0,,2014.0,8.0,CENTURION PIPELINE L.P.,7.0,"SEC 66, BLK 66 HARDEMAN CSL",Other,Crude,Transporter,62685.0,0,None
5349,Equipment Failure,0.0,TOM GREEN,3/13/2014,7C,Tank Battery,"ANSON, LOUISE ""B""",H-J (STRAWN),225.0,0.0,104.0,False,SOIL REMEDIATION PLAN IN PROGRESS,11991.0,,2014.0,34.0,"VANGUARD PERMIAN, LLC",70.0,"ROEDER, G. SURVEY/ABS. 4511818, SVY. 18190",Other,Crude,Producer,62525.0,0,None
5350,Company Human Error,0.0,MCMULLEN,3/12/2014,1,Valve,SHANNON EFS,EAGLEVILLE (EAGLE FORD-1),633.0,0.0,5.0,False,CONTAMINATED SOIL WAS MIXED WITH BIOREMEDIATION PRODUCT,16859.0,,2014.0,5.0,"SEA EAGLE FORD, LLC",0.0,"G.W.T.&P. RR A-1044 SUR,",Other,Crude,Producer,62908.0,0,None
5351,Equipment Failure,0.0,CRANE,3/12/2014,8,Tank Battery,C-BAR SAN ANDRES UNIT,C-BAR (SAN ANDRES),527.0,0.0,301.0,False,SOIL REMEDIATION PLAN IN PROGRESS,20349.0,,2014.0,91.0,"DEVON ENERGY PRODUCTION CO, L.P.",210.0,"BLK. 26, SEC. 4",Other,Crude,Producer,62802.0,0,None
5352,Equipment Failure,0.0,MARTIN,3/12/2014,8,Valve,WILKINSON RANCH,SPRABERRY (TREND AREA),329.0,0.0,5.0,False,WELLHEAD PIN FOT FUNCTIONING VACUUM TRUCK RECOVERED 4 BBLS,40510.0,,2014.0,1.0,"CROWNQUEST OPERATING, LLC",4.0,2140 FSL & 1980 FWL SEC 34 BLK A BAUER & COCKRELL SURVEY,Repaired Existing Equipment,Crude,Producer,62621.0,0,None
5353,Equipment Failure,0.0,REAGAN,3/12/2014,7C,Tank Battery,EVANS,SPRABERRY (TREND AREA),223.0,0.0,10.0,False,VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,7708.0,,2014.0,7.0,APACHE CORPORATION,3.0,"LAT. 31.34924, LONG. -101.70659",Other,Crude,Producer,62523.0,0,None
5354,Equipment Failure,0.0,MARTIN,3/12/2014,8,Tank Battery,STATE OF TEXAS AR,BLOCK 7 (DEVONIAN),1291.0,0.0,140.0,False,"RECOVERED WITH VACUUM TRUCK, FLUSHED AREA, BACKHOE, MIXED & TILLED",41514.0,,2014.0,1.0,QEP ENERGY COMPANY,139.0,"SEC 17, BLK 7, UNIVERSITY LANDS",Other,Crude,Producer,63566.0,0,None
5355,Equipment Failure,0.0,WARD,3/11/2014,8,Separator-Gun Barrel-Treater,MURJO 34-223 UNIT 1,PHANTOM (WOLFCAMP),346.0,0.0,26.0,False,"GLASS ON SEPARATOR BROKE, CLEANED & WASH FLUID DISPOSED OF",42462.0,,2014.0,2.0,ANADARKO E&P ONSHORE LLC,24.0,"31.5926998, -103.380753",Other,Crude,Producer,62633.0,0,None
5356,Equipment Failure,0.0,HOPKINS,3/11/2014,5,Tank Battery,FORD-SIMMS,COMO (CONSOLIDATED),123.0,0.0,150.0,False,REMOVED SOIL AND REMEDIATED AREA.,3382.0,,2014.0,20.0,DIMOCK OPERATING COMPANY,130.0,330'FSL&660'FWL OF FORD-SIMS UNIT.NACOGDOCHES UNIV.SURVEY A-703,Other,Crude,Producer,62426.0,0,None
5357,Equipment Failure,0.0,GLASSCOCK,3/11/2014,8,Stuffing Box,EAST BOXCAR 48,"GARDEN CITY, S. (WOLFCAMP)",179.0,0.0,15.0,False,RECOVERED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,40909.0,,2014.0,2.0,"LAREDO PETROLEUM, INC.",13.0,WELL #6,Other,Crude,Producer,62481.0,0,None
5358,Equipment Failure,0.0,HOUSTON,3/11/2014,6,Tank Battery,"HUFFMAN, L. W.",TRINITY,268.0,0.0,10.0,False,SOIL REMEDIATION PLAN IN PROGRESS,1835.0,,2014.0,0.0,QEP ENERGY COMPANY,10.0,C M ELLIS SURVEY A-371,Other,Products,Producer,62568.0,0,None
5359,Equipment Failure,0.0,GAINES,3/10/2014,8A,Tank Battery,SHERMAN,"G-M-K, SOUTH (SAN ANDRES)",246.0,0.0,10.0,False,SOIL WILL BE REMOVED AND REMEDIATE.,61936.0,,2014.0,10.0,CIMAREX ENERGY CO. OF COLORADO,0.0,"SEC. 128, BLK. H D&W RR",Other,Crude,Producer,62546.0,0,None
5360,Equipment Failure,0.0,GLASSCOCK,3/10/2014,8,Tank Battery,GRAY 24,SPRABERRY (TREND AREA),495.0,0.0,15.0,False,"VACUUM TRUCK USED, ROUSTABOUT CREW WAS ALSO DISPATCHED",39747.0,,2014.0,5.0,APACHE CORPORATION,10.0,"31.8304, -101.4712",Other,Crude,Producer,62772.0,0,None
5361,Equipment Failure,0.0,CROCKETT,3/10/2014,7C,Tank Battery,UNIVERSITY 38,LIN (WOLFCAMP),150.0,0.0,8.0,False,VACUUMED FREE FLUID AND REMEDIATED AREA.,17667.0,,2014.0,3.0,"EOG RESOURCES, INC.",5.0,"SEC. 6, BLK. 38, UL A-U248",Other,Crude,Producer,62453.0,0,None
5362,Equipment Failure,0.0,SCURRY,3/9/2014,8A,Tank Battery,"STERLING, W. R.",SHARON RIDGE (2400),576.0,0.0,22.0,False,"FREE FLUIDS RECOVERED, TALON RETAINED TO PERFORM BATTERY CLEANUP",5831.0,,2014.0,2.0,APACHE CORPORATION,20.0,"32.5942, -101.0578",Other,Crude,Producer,62851.0,0,None
5363,Equipment Failure,0.0,SCURRY,3/9/2014,8A,Flow Line,"STERLING, W. R.",SHARON RIDGE (2400),1267.0,0.0,22.0,False,"FREE FLUIDS RECOVERED, PERFORM BATTERY CLEANUP",5831.0,,2014.0,2.0,ANADARKO PETROLEUM CORPORATION,20.0,"32.5942, -101.0578",Other,Crude,Producer,63542.0,0,None
5364,Equipment Failure,0.0,LOVING,3/9/2014,8,Tank Battery,BAGWELL C27-1,PHANTOM (WOLFCAMP),647.0,0.0,20.0,False,IMPACTED SOIL WILL BE EXCAVATED & BLENDED,42447.0,,2014.0,20.0,ANADARKO E&P ONSHORE LLC,0.0,"31.7525366, -103.5369053",Other,Combined,Producer,62922.0,0,None
5365,Equipment Failure,0.0,LOVING,3/9/2014,8,Tank Battery,BLACK MAMBA 1-57,TWO GEORGES (BONE SPRING),528.0,0.0,10.0,False,SOIL REMEDIATION PLAN IN PROGRESS,43147.0,,2014.0,1.0,ENERGEN RESOURCES CORPORATION,9.0,"SEC.57, BLK. 1, W&NW RR CO. SURVEY",Other,Crude,Producer,62803.0,0,None
5366,Equipment Failure,0.0,MIDLAND,3/8/2014,8,Tank Battery,ST NW,SPRABERRY (TREND AREA),341.0,0.0,78.0,False,TANK OVERFLOW VACUUM TRUCKS CONTACTED REMEDIAL ACTIVITIES STARTED ,40653.0,,2014.0,18.0,DIAMONDBACK E&P LLC,60.0,"N 31DEG 59' 37.31"", W 102DEG 16' 5.55""",Repaired Existing Equipment,Crude,Producer,62629.0,0,None
5367,Equipment Failure,0.0,UPTON,3/8/2014,7C,Tank Battery,AMACKER60SE,SPRABERRY (TREND AREA),149.0,0.0,300.0,False,VACUUMED FREE FLUID AND REMEDIATED AREA.,16339.0,,2014.0,30.0,COG OPERATING LLC,270.0,"SEC. 60, BLK Y, TC RR CO/MURCHISON I. SURVEY",Other,Crude,Producer,62452.0,0,None
5368,Company Human Error,0.0,REAGAN,3/8/2014,7C,Tank Battery,HOLT-E-,SPRABERRY (TREND AREA),148.0,0.0,8.0,False,RECOVERED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,17096.0,,2014.0,2.0,"LAREDO PETROLEUM, INC.",6.0,130 BATTERY,Other,Crude,Producer,62451.0,0,None
5369,Equipment Failure,0.0,MARTIN,3/8/2014,8,Tank Battery,"SLAUGHTER ""87A""",SPRABERRY (TREND AREA),90.0,0.0,14.0,False,FREE FLUID RECOVERED AND SOIL REMEDIATION PLAN IN PROGRESS,41662.0,,2014.0,3.0,"PIONEER NATURAL RES. USA, INC.",11.0,N 32.465186 W-101.870914,Other,Crude,Producer,62394.0,0,None
5370,Equipment Failure,0.0,ANDREWS,3/8/2014,8,Tank Battery,FULLERTON CLEARFORK UNIT,FULLERTON,376.0,0.0,8.0,False,"SEDIMENT SCREEN ON TEST VESSEL PLUGGED UP, REMEDIATION DONE",1770.0,,2014.0,3.0,XTO ENERGY INC.,5.0,SEC 4 BLK 13 UNIVERSITY LANDS SURVEY,Repaired Existing Equipment,Crude,Producer,62662.0,0,None
